RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
wieder wohnen - Betreute Unterkünfte für wohnungslose Menschen gemeinnützige GmbH;20124;4;1;;
WIEN ENERGIE Bundesforste Biomasse Kraftwerk GmbH;20124;2;1;;
WIEN ENERGIE Bundesforste Biomasse Kraftwerk GmbH;20124;4;1;;
WIEN ENERGIE Bundesforste Biomasse Kraftwerk GmbH & Co KG;20124;2;1;;
WIEN ENERGIE Bundesforste Biomasse Kraftwerk GmbH & Co KG;20124;4;1;;
WIEN ENERGIE Gasnetz GmbH;20124;2;0;Haustec Praxis;5800
WIEN ENERGIE Gasnetz GmbH;20124;2;0;Krone;15606,7
WIEN ENERGIE Gasnetz GmbH;20124;2;0;energie:bau;6172,21
WIEN ENERGIE Gasnetz GmbH;20124;2;0;Installateur;5113,6
WIEN ENERGIE Gasnetz GmbH;20124;2;0;Haustec Exclusiv;6700
WIEN ENERGIE Gasnetz GmbH;20124;4;1;;
WIEN ENERGIE GmbH;20124;2;0;Gewinn;19977,12
WIEN ENERGIE GmbH;20124;2;0;Frisch gekocht;8491,5
WIEN ENERGIE GmbH;20124;2;0;Bezirkszeitung;11721,31
WIEN ENERGIE GmbH;20124;2;0;watchado.net;16990
WIEN ENERGIE GmbH;20124;2;0;SK Rapid Wien Fanartikelkatalog;8000
WIEN ENERGIE GmbH;20124;2;0;Radio Energy;8000
WIEN ENERGIE GmbH;20124;2;0;Austria Business Woman;5100
WIEN ENERGIE GmbH;20124;2;0;W24;7140
WIEN ENERGIE GmbH;20124;2;0;Wirtschaftsnachrichten Special;6950,07
WIEN ENERGIE GmbH;20124;2;0;ORF2;57342,5
WIEN ENERGIE GmbH;20124;2;0;ORF1;38887,5
WIEN ENERGIE GmbH;20124;2;0;Public;7848,9
WIEN ENERGIE GmbH;20124;2;0;Infoscreen;37481,56
WIEN ENERGIE GmbH;20124;2;0;VOX;25169,93
WIEN ENERGIE GmbH;20124;2;0;RTL2;37062,72
WIEN ENERGIE GmbH;20124;2;0;RTL;33710,26
WIEN ENERGIE GmbH;20124;2;0;ATV;37442,61
WIEN ENERGIE GmbH;20124;2;0;Sat1;37454,97
WIEN ENERGIE GmbH;20124;2;0;Pro7;37461,16
WIEN ENERGIE GmbH;20124;2;0;Kabel1;45034,28
WIEN ENERGIE GmbH;20124;2;0;Radio Wien;20000
WIEN ENERGIE GmbH;20124;2;0;PULS4;37099,44
WIEN ENERGIE GmbH;20124;2;0;Cafe Puls;36688,76
WIEN ENERGIE GmbH;20124;2;0;Fair Living;8500
WIEN ENERGIE GmbH;20124;2;0;Avida;5095,75
WIEN ENERGIE GmbH;20124;2;0;Wirtschaftsblatt;17850
WIEN ENERGIE GmbH;20124;2;0;Weekend;5967
WIEN ENERGIE GmbH;20124;2;0;TV Media;14287,15
WIEN ENERGIE GmbH;20124;2;0;Standard;33818
WIEN ENERGIE GmbH;20124;2;0;Sportmagazin;7145,53
WIEN ENERGIE GmbH;20124;2;0;Profil;7591,46
WIEN ENERGIE GmbH;20124;2;0;Pro Umwelt;5083
WIEN ENERGIE GmbH;20124;2;0;Presse;35329,53
WIEN ENERGIE GmbH;20124;2;0;Österreich;68210,99
WIEN ENERGIE GmbH;20124;2;0;News;9008,84
WIEN ENERGIE GmbH;20124;2;0;Madonna;17812,3
WIEN ENERGIE GmbH;20124;2;0;Kurier;39593
WIEN ENERGIE GmbH;20124;2;0;Krone;87379,15
WIEN ENERGIE GmbH;20124;2;0;Heute;44335,48
WIEN ENERGIE GmbH;20124;2;0;Gusto;6208,1
WIEN ENERGIE GmbH;20124;2;0;24 Stunden für Wien;168000
WIEN ENERGIE GmbH;20124;2;0;rapid.at;42000
WIEN ENERGIE GmbH;20124;2;0;facebook.com;8691,5
WIEN ENERGIE GmbH;20124;2;0;Rapid Magazin;7600
WIEN ENERGIE GmbH;20124;2;0;SK Rapid Wien Stadionzeitung;10860
WIEN ENERGIE GmbH;20124;2;0;Energie!;29500
WIEN ENERGIE GmbH;20124;4;1;;
WIEN ENERGIE Speicher GmbH;20124;2;1;;
WIEN ENERGIE Speicher GmbH;20124;4;1;;
WIEN ENERGIE Stromnetz GmbH;20124;2;0;24 Stunden für Wien;35000
WIEN ENERGIE Stromnetz GmbH;20124;4;1;;
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Forum Gas Wasser Wärme;6600
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Kurier;8633,88
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;NÖ Gemeinde;5800
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;NÖ Wirtschaft;13265,1
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Presse;9571,68
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Profil;7591,46
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Skip;7650
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Standard;11119,28
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;TGA;5992,5
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;TV Media;8901,12
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Weekend;22167
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Wien Live;24600
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Wiener;5628,28
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Wiener Wirtschaft;15514,2
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Wirtschaftsblatt;5673,75
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Woman;8560,95
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Krone;17614,55
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;E-Media;6457,56
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Google;5100
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Energie!;26200
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Bezirksblatt;64000
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;youtube.com;5100
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Blick ins Land;7990
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Der Winzer;8405,65
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Ö. Bauernzeitung gesamt;9174,69
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Ganze Woche;7586,25
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;facebook.com;27157,18
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Kosmo;7573,5
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;VOR Magazin;6000
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;H.O.M.E.;5822,5
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;2;0;Avida;8992,5
WIEN ENERGIE Vertrieb GmbH & Co KG;20124;4;1;;
Wien Holding GmbH;20124;2;0;Radio Arabella 92.9 - Wien;24000
Wien Holding GmbH;20124;2;0;Kurier;11117,66
Wien Holding GmbH;20124;2;0;GEWINN;10000
Wien Holding GmbH;20124;2;0;Messe & Event;6156
Wien Holding GmbH;20124;2;0;Kronen Zeitung;19317,96
Wien Holding GmbH;20124;2;0;k2kultur in centrope;5130
Wien Holding GmbH;20124;2;0;ORF III;8000
Wien Holding GmbH;20124;2;0;schau;10080
Wien Holding GmbH;20124;4;1;;
Wien House GmbH;20124;2;1;;
Wien House GmbH;20124;4;1;;
Wien Kanal Beteiligungs GmbH;20124;2;1;;
Wien Kanal Beteiligungs GmbH;20124;4;1;;
Wien Oberlaa Projektentwicklung GmbH;20124;2;1;;
Wien Oberlaa Projektentwicklung GmbH;20124;4;1;;
WIENCOM Werbeberatungs GmbH;20124;2;1;;
WIENCOM Werbeberatungs GmbH;20124;4;1;;
Wiencont Container Terminal Gesellschaft m.b.H.;20124;2;1;;
Wiencont Container Terminal Gesellschaft m.b.H.;20124;4;1;;
Wiencont Management Gesellschaft m.b.H.;20124;2;1;;
Wiencont Management Gesellschaft m.b.H.;20124;4;1;;
Wiener ArbeitnehmerInnen Förderungsfonds;20124;2;0;Die Gute Zeitung;7200
Wiener ArbeitnehmerInnen Förderungsfonds;20124;4;1;;
Wiener Dialysezentrum GmbH;20124;2;1;;
Wiener Dialysezentrum GmbH;20124;4;1;;
Wiener Donauraum Länden und Ufer Betriebs- und Entwicklungs GmbH;20124;2;1;;
Wiener Donauraum Länden und Ufer Betriebs- und Entwicklungs GmbH;20124;4;1;;
Wiener Festwochen Gesellschaft m.b.H.;20124;2;1;;
Wiener Festwochen Gesellschaft m.b.H.;20124;4;1;;
Wiener Gebietskrankenkasse;20124;2;0;Heute;7479,74
Wiener Gebietskrankenkasse;20124;2;0;People;22734,86
Wiener Gebietskrankenkasse;20124;4;1;;
Wiener Gesundheitsfonds ;20124;2;1;;
Wiener Gesundheitsfonds ;20124;4;1;;
Wiener Gesundheitsförderung gemeinnützige GmbH;20124;2;0;vormagazin ges.m.b.h.;6700
Wiener Gesundheitsförderung gemeinnützige GmbH;20124;4;1;;
Wiener Gewässer Management Gesellschaft mbH;20124;2;1;;
Wiener Gewässer Management Gesellschaft mbH;20124;4;1;;
Wiener Hafen, GmbH & Co KG;20124;2;0;ORF Österreichbild Infofilm über Wiener Hafen;30000
Wiener Hafen, GmbH & Co KG;20124;2;0;Logistik Kurier Sonderbeilage;5100
Wiener Hafen, GmbH & Co KG;20124;4;1;;
Wiener Hafen Management GmbH;20124;2;1;;
Wiener Hafen Management GmbH;20124;4;1;;
Wiener Hafen und Lager Ausbau- und Vermögensverwaltung, GmbH & Co KG;20124;2;1;;
Wiener Hafen und Lager Ausbau- und Vermögensverwaltung, GmbH & Co KG;20124;4;1;;
Wiener Kommunal- Umweltschutzprojekt- gesellschaft mbH;20124;2;1;;
Wiener Kommunal- Umweltschutzprojekt- gesellschaft mbH;20124;4;1;;
WIENER LINIEN GmbH;20124;2;1;;
WIENER LINIEN GmbH;20124;4;1;;
WIENER LINIEN GmbH & Co KG;20124;2;0;Infoscreen;8925
WIENER LINIEN GmbH & Co KG;20124;2;0;Wiener Stadthalle Programmheft;20000
WIENER LINIEN GmbH & Co KG;20124;2;0;Planet-TV/Gasometer;30000
WIENER LINIEN GmbH & Co KG;20124;2;0;Wiener Stadthalle TV;6250
WIENER LINIEN GmbH & Co KG;20124;2;0;planet.tt;10000
WIENER LINIEN GmbH & Co KG;20124;2;0;Planet Music;9900
WIENER LINIEN GmbH & Co KG;20124;2;0;Sport Aktiv;6375
WIENER LINIEN GmbH & Co KG;20124;2;0;Ganze Woche;7586,25
WIENER LINIEN GmbH & Co KG;20124;2;0;Österreich;6860,85
WIENER LINIEN GmbH & Co KG;20124;2;0;Gesünder Leben;5355
WIENER LINIEN GmbH & Co KG;20124;2;0;Wienerin;6863,75
WIENER LINIEN GmbH & Co KG;20124;2;0;Standard;17400,71
WIENER LINIEN GmbH & Co KG;20124;2;0;Skip;7650
WIENER LINIEN GmbH & Co KG;20124;2;0;Profil;7591,46
WIENER LINIEN GmbH & Co KG;20124;2;0;Presse;19143,36
WIENER LINIEN GmbH & Co KG;20124;2;0;News;8103,9
WIENER LINIEN GmbH & Co KG;20124;2;0;Kurier;8633,88
WIENER LINIEN GmbH & Co KG;20124;2;0;Krone;22117
WIENER LINIEN GmbH & Co KG;20124;2;0;Heute;14187,04
WIENER LINIEN GmbH & Co KG;20124;2;0;Gewinn;11751,2
WIENER LINIEN GmbH & Co KG;20124;2;0;Falter;9945
WIENER LINIEN GmbH & Co KG;20124;2;0;Besser Wohnen;6872,25
WIENER LINIEN GmbH & Co KG;20124;2;0;Ticket Das Eventmagazin;5344
WIENER LINIEN GmbH & Co KG;20124;4;1;;
WIENER LINIEN Verkehrsprojekte GmbH;20124;2;1;;
WIENER LINIEN Verkehrsprojekte GmbH;20124;4;1;;
Wiener Lokalbahnen Cargo GmbH;20124;2;1;;
Wiener Lokalbahnen Cargo GmbH;20124;4;1;;
Wiener Lokalbahnen Verkehrsdienste GmbH;20124;2;1;;
Wiener Lokalbahnen Verkehrsdienste GmbH;20124;4;1;;
Wiener Messe Besitz GmbH;20124;2;1;;
Wiener Messe Besitz GmbH;20124;4;1;;
Wiener Neustadt Holding GmbH;20124;2;1;;
Wiener Neustadt Holding GmbH;20124;4;1;;
Wiener Neustädter Altlastensanierungs-GmbH;20124;2;1;;
Wiener Neustädter Altlastensanierungs-GmbH;20124;4;1;;
Wiener Neustädter Stadtwerke und Kommunal Service GmbH;20124;2;1;;
Wiener Neustädter Stadtwerke und Kommunal Service GmbH;20124;4;1;;
Wiener Ski- und Snowboardlehrerverband;20124;2;1;;
Wiener Ski- und Snowboardlehrerverband;20124;4;1;;
Wiener Staatsoper GmbH;20124;2;1;;
Wiener Staatsoper GmbH;20124;4;1;;
Wiener Stadtentwicklungs- gesellschaft m.b.H.;20124;2;1;;
Wiener Stadtentwicklungs- gesellschaft m.b.H.;20124;4;1;;
Wiener Stadterneuerungsgesellschaft, Gemeinnützige Wohnbau-, Planungs- und Betreuungsgesellschaft m.b.H.;20124;2;1;;
Wiener Stadterneuerungsgesellschaft, Gemeinnützige Wohnbau-, Planungs- und Betreuungsgesellschaft m.b.H.;20124;4;1;;
Wiener Stadterweiterungsfonds;20124;2;1;;
Wiener Stadterweiterungsfonds;20124;4;1;;
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;ORF Regionalradios MELDESUMME;13519,6
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;ORF Enterprise MELDESUMME:;32250
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;WIENER BEZIRKSBLATT MELDESUMME;14700
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;AVIDA MELDESUMME;9850
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;INFOSCREEN MELDESUMME:;13398
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;BESTSELLER MELDESUMME;6207,5
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;KURIER MELDESUMME;25025
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;2;0;HORIZONT MELDESUMME;10620,34
Wiener Stadthalle - Betriebs- und Veranstaltungsgesellschaft m.b.H.;20124;4;1;;
WIENER STADTWERKE Finanzierungs-Services GmbH;20124;2;1;;
WIENER STADTWERKE Finanzierungs-Services GmbH;20124;4;1;;
WIENER STADTWERKE Holding AG;20124;2;0;facebook.com;6043,88
WIENER STADTWERKE Holding AG;20124;2;0;Standard;5886,25
WIENER STADTWERKE Holding AG;20124;2;0;karrieretipp.net;6374,75
WIENER STADTWERKE Holding AG;20124;2;0;Wien Museum;17075
WIENER STADTWERKE Holding AG;20124;2;0;MuseumsQuartier Errichtungs- und BetriebsgesmbH;13279
WIENER STADTWERKE Holding AG;20124;2;0;mqw.at;7468
WIENER STADTWERKE Holding AG;20124;4;1;;
Wiener Stadtwerke Management Alpha Beteiligungs GmbH;20124;2;1;;
Wiener Stadtwerke Management Alpha Beteiligungs GmbH;20124;4;1;;
Wiener Stadtwerke Management Beta Beteiligungs GmbH;20124;2;1;;
Wiener Stadtwerke Management Beta Beteiligungs GmbH;20124;4;1;;
WIENER STADTWERKE Vermögensverwaltung Alpha GmbH;20124;2;1;;
WIENER STADTWERKE Vermögensverwaltung Alpha GmbH;20124;4;1;;
WIENER STADTWERKE Vermögensverwaltung GmbH;20124;2;1;;
WIENER STADTWERKE Vermögensverwaltung GmbH;20124;4;1;;
Wiener Studienstiftung für begabte und bedürftige Studierende aus dem südosteuropäischen Bereich;20124;2;1;;
Wiener Studienstiftung für begabte und bedürftige Studierende aus dem südosteuropäischen Bereich;20124;4;1;;
Wiener Tourismusverband;20124;2;0;airberlin.com (DE);10000
Wiener Tourismusverband;20124;2;0;cts.it (IT);7000
Wiener Tourismusverband;20124;2;0;Facebook.com (US);9752,21
Wiener Tourismusverband;20124;2;0;Falstaff Magazin  (DE);16400
Wiener Tourismusverband;20124;2;0;gmx.de (Newsletter) (DE);7300
Wiener Tourismusverband;20124;2;0;Google Display Netzwerk (US);5569,97
Wiener Tourismusverband;20124;2;0;Google.com (US);5027,32
Wiener Tourismusverband;20124;2;0;google.de (DE);7735,79
Wiener Tourismusverband;20124;2;0;google.ru (RU);5027,32
Wiener Tourismusverband;20124;2;0;Gulf News  (AE);5212,1
Wiener Tourismusverband;20124;2;0;Lufthansa Exclusive Magazin (DE);22100
Wiener Tourismusverband;20124;2;0;Lufthansa Magazin (DE);42000
Wiener Tourismusverband;20124;2;0;Lufthansa Online Newsletter (DE);18200
Wiener Tourismusverband;20124;2;0;Radio Company (IT);7250
Wiener Tourismusverband;20124;2;0;Ryanair Magazine (IE);6666
Wiener Tourismusverband;20124;2;0;skylines - Das Bordmagazin von Austrian Airlines (AT);12000
Wiener Tourismusverband;20124;2;0;Terra Nobilis (FR);7500
Wiener Tourismusverband;20124;2;0;Touristforum (ES);5700
Wiener Tourismusverband;20124;2;0;tripadvisor.de (CH);8457,5
Wiener Tourismusverband;20124;2;0;tripadvisor.es (ES);8211,5
Wiener Tourismusverband;20124;2;0;cntraveller.ru (RU);13154
Wiener Tourismusverband;20124;2;0;baidu.com (CN);15000
Wiener Tourismusverband;20124;2;0;ZEIT MAGAZIN (DE);17000
Wiener Tourismusverband;20124;2;0;xutazas.hu (HU);6748,5
Wiener Tourismusverband;20124;2;0;vista.hu (HU);6748,5
Wiener Tourismusverband;20124;2;0;Tripwolf.de (DE);5710
Wiener Tourismusverband;20124;2;0;tripadvisor.it (IT);7561,9
Wiener Tourismusverband;20124;4;1;;
Wiener Wissenschafts-, Forschungs- und Technologiefonds;20124;2;1;;
Wiener Wissenschafts-, Forschungs- und Technologiefonds;20124;4;1;;
Wiener Wohnen Haus- & Außenbetreuung GmbH;20124;2;1;;
Wiener Wohnen Haus- & Außenbetreuung GmbH;20124;4;1;;
Wiener Zeitung Digitale Publikationen GmbH;20124;2;1;;
Wiener Zeitung Digitale Publikationen GmbH;20124;4;1;;
Wiener Zeitung GmbH;20124;2;0;Infoscreen;17450
Wiener Zeitung GmbH;20124;2;0;ORF 1;17000
Wiener Zeitung GmbH;20124;4;1;;
WienIT EDV Dienstleistungsgesellschaft mbH;20124;2;1;;
WienIT EDV Dienstleistungsgesellschaft mbH;20124;4;1;;
WienIT EDV Dienstleistungsgesellschaft mbH & Co KG;20124;2;1;;
WienIT EDV Dienstleistungsgesellschaft mbH & Co KG;20124;4;1;;
WIENSTROM Naturkraft GmbH;20124;2;1;;
WIENSTROM Naturkraft GmbH;20124;4;1;;
WIENSTROM Naturkraft GmbH & Co KG;20124;2;1;;
WIENSTROM Naturkraft GmbH & Co KG;20124;4;1;;
Wiental-Sammelkanal Gesellschaft m.b.H.;20124;2;1;;
Wiental-Sammelkanal Gesellschaft m.b.H.;20124;4;1;;
WIEPA-Vermögensverwaltungsges. m.b.H.;20124;2;1;;
WIEPA-Vermögensverwaltungsges. m.b.H.;20124;4;1;;
WIG-Wörgler Infrastruktur GmbH;20124;2;1;;
WIG-Wörgler Infrastruktur GmbH;20124;4;1;;
Wilax Wien-Laxenburg NÖ VeranstaltungsGesellschaft mbH;20124;2;1;;
Wilax Wien-Laxenburg NÖ VeranstaltungsGesellschaft mbH;20124;4;1;;
WILDPARK MAUTERN GmbH;20124;2;1;;
WILDPARK MAUTERN GmbH;20124;4;1;;
Wilhelm und Magdalena Brandseph'sche Stiftung für bedürftige und unheilbar Kranke;20124;2;1;;
Wilhelm und Magdalena Brandseph'sche Stiftung für bedürftige und unheilbar Kranke;20124;4;1;;
Windhag-Stipendienstiftung für Niederösterreich;20124;2;1;;
Windhag-Stipendienstiftung für Niederösterreich;20124;4;1;;
Windnet Windkraftanlagenbetriebs- GmbH;20124;2;1;;
Windnet Windkraftanlagenbetriebs- GmbH;20124;4;1;;
Windnet WindkraftanlagenbetriebsGmbH & Co KG;20124;2;1;;
Windnet WindkraftanlagenbetriebsGmbH & Co KG;20124;4;1;;
Windpark Beteiligungs GmbH;20124;2;1;;
Windpark Beteiligungs GmbH;20124;4;1;;
WIPARK Garagen GmbH;20124;2;1;;
WIPARK Garagen GmbH;20124;4;1;;
Wirtschaftsagentur Wien Beteiligungen GmbH;20124;2;1;;
Wirtschaftsagentur Wien Beteiligungen GmbH;20124;4;1;;
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;News;9008,84
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;medianet;7072
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Kurier.at;5201,76
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;derstandard.at;6045,1
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Der Standard (print);15596,5
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Krone Wien (print);15013,55
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Infoscreen;9796,67
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Heute Stamm;13999,88
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Gewinn;12387,5
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Diepresse.com;5568,15
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Österreich;10685,93
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Trend;6967,82
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;2;0;Wirtschaftsblatt;25651,42
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20124;4;1;;
Wirtschaftsagentur Wien Immobilien GmbH;20124;2;1;;
Wirtschaftsagentur Wien Immobilien GmbH;20124;4;1;;
Wirtschaftsberatungs- und Ansiedelungsgesellschaft Wels GmbH;20124;2;1;;
Wirtschaftsberatungs- und Ansiedelungsgesellschaft Wels GmbH;20124;4;1;;
WIRTSCHAFTSINITIATIVEN LEOBEN GMBH;20124;2;1;;
WIRTSCHAFTSINITIATIVEN LEOBEN GMBH;20124;4;1;;
Wirtschaftskammer Burgenland;20124;2;1;;
Wirtschaftskammer Burgenland;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Autobus-, Luftfahrt- und Schifffahrtunternehmungen;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Autobus-, Luftfahrt- und Schifffahrtunternehmungen;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Freizeit- und Sportbetriebe;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Freizeit- und Sportbetriebe;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Garagen-, Tankstellen- und Servicestationsunternehmungen;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Garagen-, Tankstellen- und Servicestationsunternehmungen;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Gesundheitsbetriebe;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Gesundheitsbetriebe;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe der gewerblichen Dienstleister;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe der gewerblichen Dienstleister;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Immobilien- und Vermögenstreuhänder;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Immobilien- und Vermögenstreuhänder;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Versicherungsmakler und Berater in Versicherungsangelegenheiten;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe der Versicherungsmakler und Berater in Versicherungsangelegenheiten;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe Finanzdienstleister;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe Finanzdienstleister;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe für das Güterbeförderungsgewerbe;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe für das Güterbeförderungsgewerbe;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe Gastronomie;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe Gastronomie;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe Hotellerie;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe Hotellerie;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe Ingenieurbüros;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe Ingenieurbüros;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe Unternehmensberatung und Informationstechnologie;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe Unternehmensberatung und Informationstechnologie;20124;4;1;;
Wirtschaftskammer Burgenland, Fachgruppe Werbung und Marktkommunikation;20124;2;1;;
Wirtschaftskammer Burgenland, Fachgruppe Werbung und Marktkommunikation;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium der Handelsagenten;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium der Handelsagenten;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium der Tabaktrafikanten;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium der Tabaktrafikanten;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium der Versicherungsagenten;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium der Versicherungsagenten;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium des Agrarhandels;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium des Agrarhandels;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium des Außenhandels;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium des Außenhandels;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium des Direktvertriebes;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium des Direktvertriebes;20124;4;1;;
Wirtschaftskammer Burgenland, Landesgremium des Elektro- und Einrichtungsfachhandels;20124;2;1;;
Wirtschaftskammer Burgenland, Landesgremium des Elektro- und Einrichtungsfachhandels;20124;4;1;;
